,BldgID,Address,City,State,Latitude,Longitude,OccupancyClass,BuildingType,UseCode,BldgClass,DesignLevel,YearBuiltNJDEP,YearBuiltMODIV,NumberofStories0,NumberofStories1,NoUnits,PlanArea0,PlanArea1,FoundationType,SplitLevel,ElevationR0,ElevationR1,FirstFloorHt0,FirstFloorHt1,FloodZone,DSWI,DSWII,DSWIII,DSWIV,WindZone,AvgJanTemp,RoofShape,RoofSlope,RoofCover,RoofSystem,MeanRoofHt,WindowArea,Garage,HazusClassW,HazusClassIN,HazusClassWA,AnalysisDefault,AnalysisAdopted,Modifications,z0,structureType,replacementCost,yearBuilt,stories,area,occupancy
22,NJBF000073749,4815 ROSS DRIVE SOUTH,Atlantic City,NJ,39.38290256,-74.40068093,RES3C,3001,,37,ME,1986,1986,3301,2,1,1937.55861,1937.55861,3507,NO,33.46,44.21,1,-0.7,6106,114.969196,124.516266,134.369074,140.435663,I,Above,Gable,0,NaN,Wood,38.83397853,0,0,,,,1,1,,0.03,nav,1,1986,2,,
23,NJBF000073271,29 OCEAN DRIVE WEST,Atlantic City,NJ,39.37946962,-74.40830686,RES1,3001,,16,NE,1975,1975,3103,2,1,1115.517747,1115.517747,3505,NO,37.68,49.11,3,8.66,6106,114.847969,124.410327,134.247977,140.36254,I,Above,Hip,0,5701,Wood,43.39541385,0,1.1,,,,1,1,,0.03,nav,1,1975,2,,
24,NJBF000070632,,Atlantic City,NJ,39.36786531,-74.42736843,RES1,3001,,NaN,NE,1969,0,3103,6,1,1947.18178,1947.18178,3505,NO,79.15,92.08,3,-2.6,6106,114.577422,124.180522,133.983223,140.224622,I,Above,Hip,0,5701,Wood,85.6142264,0,0,,,,1,1,,0.03,nav,1,1969,6,,
25,NJBF000068931,2507 ARCTIC AVE,Atlantic City,NJ,39.35805361,-74.44340273,RES3B,3001,,17,ME,1969,1900,3301,2,1,2442.19065,2442.19065,3505,NO,25.82,32.05,3,2.69,6106,114.349899,123.992096,133.7679,140.114122,I,Above,Gable,0,NaN,Wood,28.93451235,0,0,,,,1,1,,0.03,nav,1,1969,2,,
26,NJBF000072197,1817 N MISSOURI AVE,Atlantic City,NJ,39.3728645,-74.4535545,RES1,3001,,17,NE,1900,1900,3101,1,1,1134.766004,1134.766004,3505,NO,25.84,32.09,3,8.88,6106,113.954306,123.650378,133.405597,139.727957,I,Above,Flat,0,5701,Wood,28.96514477,0,0,,,,1,1,,0.03,nav,1,1900,1,,
27,NJBF000072227,400 N NEW HAMPSHIRE AVE,Atlantic City,NJ,39.37296747,-74.4191288,RES3C,3001,,NaN,ME,1969,0,3301,1,1,6014.012796,6014.012796,3505,NO,17.37,29.2,3,3.39,6106,114.69356,124.278259,134.095682,140.282283,I,Above,Hip,0,NaN,Wood,23.28496809,0,0,,,,1,1,,0.03,nav,1,1969,1,,
28,NJBF000072895,837 N MASSACHUSETTS AVE,Atlantic City,NJ,39.37550337,-74.42300718,RES3D,3001,,18,ME,2006,2006,3301,3,1,1357.048534,1357.048534,3507,NO,37.84,42.89,1,0.96,6106,114.581869,124.18062,133.98979,140.185651,I,Above,Hip,0,NaN,Wood,40.36492488,0,0,,,,1,1,,0.03,nav,1,2006,3,,
29,NJBF000069283,2231 ARCTIC AVE,Atlantic City,NJ,39.35950971,-74.44011018,COM1,3003,,NaN,ME,1969,0,3401,1,1,10842.04384,10842.04384,3507,NO,21.89,34.89,1,2.94,6106,114.403388,124.036401,133.817587,140.144537,I,Above,Flat,0,NaN,Wood,28.38958755,0,0,,,,1,1,,0.03,nav,1,1969,1,,
30,NJBF000068521,2807 DENNY ST,Atlantic City,NJ,39.35700017,-74.44757492,RES1,3001,,27,NE,1900,1900,3102,2,2,1447.053472,1447.053472,3505,NO,34.44,43.9,3,7.74,6106,114.2723,123.927698,133.696793,140.064021,I,Above,Hip,0,5701,Wood,39.16934775,0,0,,,,1,1,,0.03,nav,1,1900,2,,
31,NJBF000072516,538 N MASSACHUSETTS AVE,Atlantic City,NJ,39.3739549,-74.42235362,RES1,3001,,45,NE,1900,1900,3102,2,2,1562.170649,1562.170649,3505,NO,39.94,52.12,3,8.35,6106,114.613535,124.208743,134.019618,140.217751,I,Above,Hip,0,5701,Wood,46.02753727,0,0,,,,1,1,,0.03,nav,1,1900,2,,
32,NJBF000066458,4017 VENTNOR AVE,Atlantic City,NJ,39.349802,-74.45892115,COM1,3004,100,NaN,ME,1969,0,3401,2,1,2121.364634,2121.364634,3507,YES,24.17,33.17,1,1.09,6106,114.11498,123.800095,133.552295,139.99249,I,Above,Flat,0,NaN,Wood,28.67068861,0,0,,,,1,1,,0.03,nav,1,1969,2,,
33,NJBF000068201,2905 ARCTIC AVE,Atlantic City,NJ,39.355985,-74.4485495,RES3A,3001,,45,NE,1930,1930,3301,2,3,1474.77185,1474.77185,3505,NO,35.82,50.53,3,6.9,6106,114.263656,123.920912,133.68854,140.063665,I,Above,Hip,0,5701,Wood,43.17148983,0,0,,,,1,1,,0.03,nav,1,1930,2,,
34,NJBF000072280,1600 EMERSON AVE,Atlantic City,NJ,39.37314507,-74.44961931,RES1,3001,,17,NE,1959,1959,3101,1,1,2029.396069,2029.396069,3505,NO,11.94,23.73,3,0.41,6106,114.036589,123.71893,133.480575,139.789225,I,Above,Hip,0,5701,Wood,17.83627987,0,0,,,,1,1,,0.03,nav,1,1959,1,,
35,NJBF000071219,914 N INDIANA AVE,Atlantic City,NJ,39.36979733,-74.43988434,RES3A,3001,,27,NE,1953,1953,3301,2,2,1687.922785,1687.922785,3505,YES,35.33,43.04,3,5.75,6106,114.285753,123.931614,133.711171,139.998133,I,Above,Flat,0,5701,Wood,39.18497199,0,0,,,,1,1,,0.03,nav,1,1953,2,,
36,NJBF000069087,2312 ARCTIC AVE,Atlantic City,NJ,39.35871841,-74.44091582,COM1,3003,,45,ME,1920,1920,3401,3,3,1267.11776,1267.11776,3507,YES,38.45,48.45,1,1.26,6106,114.395626,124.030176,133.810075,140.143393,I,Above,Gable,0,NaN,Wood,43.45236519,0,0,,,,1,1,,0.03,nav,1,1920,3,,
37,NJBF000069314,122 N MISSISSIPPI AVE,Atlantic City,NJ,39.35963541,-74.44114268,COM1,3003,,47,ME,1900,1910,3401,2,3,3533.316075,3533.316075,3507,YES,32.4,42.97,1,1.94,6106,114.379518,124.016305,133.795728,140.126552,I,Above,Flat,0,NaN,Wood,37.68833586,0,0,,,,1,1,,0.03,nav,1,1900,2,,
38,NJBF000067661,12 N MONTPELIER AVE,Atlantic City,NJ,39.35409178,-74.450722,RES3B,3001,,45,ME,1908,1908,3301,2,3,1577.696548,1577.696548,3504,NO,36.89,50.03,-4,0,6106,114.239888,123.901876,133.666217,140.057496,I,Above,Hip,0,NaN,Wood,43.46405256,0,0,,,,1,1,,0.03,nav,1,1908,2,,
39,NJBF000067689,14 N MONTPELIER AVE,Atlantic City,NJ,39.35417434,-74.45078828,RES3B,3001,,45,ME,1900,1900,3301,2,2,1539.698677,1539.698677,3504,NO,26.13,39.84,-4,0,6106,114.237428,123.899803,133.664035,140.055243,I,Above,Hip,0,NaN,Wood,32.98710693,0,0,,,,1,1,,0.03,nav,1,1900,2,,
40,NJBF000072465,400 N NEW HAMPSHIRE AVE,Atlantic City,NJ,39.37376697,-74.41696374,RES3C,3001,,NaN,ME,1969,0,3301,2,1,3486.234049,3486.234049,3505,NO,33.22,42.55,3,8.11,6106,114.730283,124.309735,134.131251,140.305114,I,Above,Hip,0,NaN,Wood,37.88500131,0,0,,,,1,1,,0.03,nav,1,1969,2,,
41,NJBF000071361,141 N NEW HAMPSHIRE AVE,Atlantic City,NJ,39.37036284,-74.41401886,RES3D,3004,,27,E,2000,2000,3303,2,2,1771.71857,1771.71857,3505,NO,37.97,52.11,3,4.35,6106,114.832352,124.399208,134.227272,140.397732,I,Above,Hip,0,NaN,Wood,45.03804989,0,1.1,,,,1,1,,0.03,nav,1,2000,2,,
42,NJBF000067147,3 N ST DAVIDS PL,Atlantic City,NJ,39.35230731,-74.45456624,RES3B,3001,,45,E,1900,1900,3303,2,2,1421.969062,1421.969062,3507,NO,40.74,49.17,1,2.91,6106,114.178444,123.851606,133.610149,140.023565,I,Above,Flat,0,NaN,Wood,44.95855826,0,0,,,,1,1,,0.03,nav,1,1900,2,,
43,NJBF000072609,1404 PENROSE AVE,Atlantic City,NJ,39.37426708,-74.44507169,RES1,3001,,17,NE,1900,1900,3102,2,1,1743.978387,1743.978387,3505,NO,42.35,53.35,3,4.85,6106,114.122337,123.789865,133.558834,139.847478,I,Above,Hip,0,5701,Wood,47.84821412,0,0,,,,1,1,,0.03,nav,1,1900,2,,
44,NJBF000072085,2002 E RIVERSIDE DR,Atlantic City,NJ,39.3725323,-74.44528008,RES1,3001,,NaN,NE,1969,0,3102,2,1,4400.646067,4400.646067,3505,NO,40.28,54.56,3,3.54,6106,114.137595,123.804395,133.573665,139.869974,I,Above,Hip,0,5701,Wood,47.41756243,0,0,,,,1,1,,0.03,nav,1,1969,2,,
45,NJBF000071571,1605 W RIVERSIDE DR,Atlantic City,NJ,39.3709536,-74.45072537,RES1,3001,,17,NE,1900,1900,3101,2,1,1627.048044,1627.048044,3505,NO,44.56,58.13,3,8.2,6106,114.037623,123.722024,133.482671,139.804053,I,Above,Hip,0,5701,Wood,51.34463829,0,0,,,,1,1,,0.03,nav,1,1900,2,,
46,NJBF000068858,10 N MISSISSIPPI AVE,Atlantic City,NJ,39.357808,-74.440426,COM1,3003,,NaN,ME,1969,0,3401,3,1,1552.892811,1552.892811,3507,NO,37.39,42.62,1,-0.23,6106,114.417383,124.048753,133.829552,140.164178,I,Above,Flat,0,NaN,Wood,40.00441734,0,0,,,,1,1,,0.03,nav,1,1969,3,,
47,NJBF000068967,10 N MISSISSIPPI AVE,Atlantic City,NJ,39.358191,-74.44024029,COM1,3003,,NaN,ME,1969,0,3401,3,1,19774.75034,19774.75034,3507,NO,31.96,43.7,1,0.15,6106,114.416705,124.048057,133.829142,140.161553,I,Above,Flat,0,NaN,Wood,37.82853722,0,0,,,,1,1,,0.03,nav,1,1969,3,,
48,NJBF000067184,3029 PACIFIC AVE,Atlantic City,NJ,39.35246716,-74.44786077,COM1,3003,530,NaN,ME,1969,0,3401,2,1,4767.595549,4767.595549,3507,NO,28.01,35.63,1,1.37,6106,114.322502,123.971057,133.73994,140.126086,I,Above,Flat,0,NaN,Wood,31.82004957,0,0,,,,1,1,,0.03,nav,1,1969,2,,
49,NJBF000070051,408 N INDIANA AVE,Atlantic City,NJ,39.3656245,-74.4371055,RES1,3001,,45,NE,1920,1920,3101,2,2,1129.324234,1129.324234,3507,NO,26.5,35.41,1,0.76,6106,114.394697,124.0263,133.811762,140.103314,I,Above,Hip,0,5701,Wood,30.95482958,0,0,,,,1,1,,0.03,nav,1,1920,2,,
50,NJBF000067637,405 N ANNAPOLIS AVE,Atlantic City,NJ,39.35403396,-74.46286267,RES1,3001,,17,NE,1900,1900,3102,1,1,776.6966952,776.6966952,3505,NO,12.98,22.62,3,2.02,6106,113.975231,123.683311,133.429558,139.864088,I,Above,Flat,0,5701,Wood,17.7978336,0,0,,,,1,1,,0.03,nav,1,1900,1,,
