,BldgID,Address,City,State,Latitude,Longitude,OccupancyClass,BuildingType,UseCode,BldgClass,DesignLevel,YearBuiltNJDEP,YearBuiltMODIV,NumberofStories0,NumberofStories1,NoUnits,PlanArea0,PlanArea1,FoundationType,SplitLevel,ElevationR0,ElevationR1,FirstFloorHt0,FirstFloorHt1,FloodZone,DSWI,DSWII,DSWIII,DSWIV,WindZone,AvgJanTemp,RoofShape,RoofSlope,RoofCover,RoofSystem,MeanRoofHt,WindowArea,Garage,HazusClassW,HazusClassIN,HazusClassWA,AnalysisDefault,AnalysisAdopted,Modifications,z0
11,NJBF000094986,623 FAIRVIEW AVE,Hammonton,NJ,39.64751059,-74.8025099,RES1,3001,,17,NE,1924,1924,3102,2,1,979.7912334,979.7912334,3507,NO,37.66,46.56,1,1.57,6112,107.929492,116.27078,126.138992,129.351482,I,Above,Gable,0,5701,,42.10695602,0,1.1,,,,1,1,,0.35
12,NJBF000094295,630 E PLEASANT ST,Hammonton,NJ,39.64435389,-74.79709601,RES1,3001,,17,NE,2001,2001,3102,2,1,2095.373189,2095.373189,3507,NO,41.59,47.99,1,2.71,6112,107.983086,116.340748,126.20475,129.45065,I,Above,Gable,0,5701,,44.79025314,0,1.2,,,,1,1,,0.35
13,NJBF000094338,535 PRATT ST,Hammonton,NJ,39.64459394,-74.80298759,RES1,3001,,17,NE,1986,1986,3102,1,1,3461.94384,3461.94384,3507,NO,16.58,27.48,1,1.17,6112,107.934005,116.292861,126.15479,129.375712,I,Above,Gable,0,5701,,22.02841564,0,1.2,,,,1,1,,0.35
14,NJBF000083250,1111 SHELBURNE AVE,Galloway,NJ,39.44029794,-74.51607199,RES1,3001,,17,NE,1967,1967,3102,1,1,1857.852223,1857.852223,3505,NO,21.19,28.16,3,8.58,6112,112.051064,121.829059,131.421027,137.513847,I,Above,Gable,0,5701,,24.67352854,0,1.1,,,,1,1,,0.35
15,NJBF000094422,416 4TH ST,Hammonton,NJ,39.64498249,-74.80170663,RES1,3001,,17,NE,1960,1960,3102,2,1,2882.304428,2882.304428,3507,NO,21.75,29,1,0.35,6112,107.943361,116.299325,126.162637,129.387355,I,Above,Gable,0,5701,,25.37593068,0,0,,,,1,1,,0.35
16,NJBF000083234,345 E WHITE HORSE PIKE,Galloway,NJ,39.44002337,-74.51922424,RES4,3001,218,,ME,1959,1959,3401,1,1,709.2436621,709.2436621,3507,NO,11.13,25.55,1,0.61,6112,111.989561,121.777489,131.364497,137.455973,I,Above,Flat,0,,,18.34300615,0,0,,,,1,1,,1
17,NJBF000090775,1503 MAYS LANDING RD,Folsom,NJ,39.59309484,-74.83816694,RES1,3001,,16,NE,1992,1992,3101,2,1,2031.402613,2031.402613,3505,NO,37.37,44.09,3,5.3,6112,107.798676,116.447163,126.21276,129.438485,I,Above,Gable,0,5701,,40.73106045,0,1.2,,,,1,1,,0.35
18,NJBF000084955,6924 LANDIS AVENUE,Hamilton,NJ,39.47164001,-74.84228536,RES1,3001,,17,NE,1926,1926,3102,2,1,1366.916509,1366.916509,3507,NO,34.65,46.58,1,1.26,6112,108.129452,117.335431,127.017571,130.681582,I,Above,Gable,0,5701,,40.61579118,0,0,,,,1,1,,0.15
19,NJBF000078030,117 MAIN AVENUE,Egg Harbor,NJ,39.40244716,-74.59340885,RES1,3001,,16,NE,1960,1960,3102,1,1,2445.97018,2445.97018,3507,NO,18.34,28.4,1,-0.36,6112,110.651641,120.900169,130.500518,136.549278,I,Above,Flat,0,5701,,23.36929958,0,1.2,,,,1,1,,0.15
20,NJBF000088836,102 UNEXPECTED ROAD,Buena Vista,NJ,39.56085682,-74.92888736,RES1,3001,,16,NE,1940,1940,3101,1,2,1581.6,1581.6,3507,NO,13.79,23.03,1,-0.5,6112,107.265228,115.99212,125.707241,128.654877,I,Above,Gable,0,5701,,18.41008444,0,0,,,,1,1,,0.35
21,NJBF000088660,1401 DARMSTADT AVENUE,Mullica,NJ,39.55785517,-74.6481255,RES1,3001,,16,NE,1850,1850,3102,2,1,823.9203862,823.9203862,3507,NO,32.61,42.39,1,-0.3,6112,109.67372,118.659716,128.322011,133.037936,I,Above,Flat,0,5701,,37.50445848,0,0,,,,1,1,,0.35
22,NJBF000087566,630 LIVERPOOL AVE,Egg Harbor City,NJ,39.5364916,-74.63984362,RES1,3001,,16,NE,1925,1925,3101,1,1,707.4272975,707.4272975,3505,NO,19.25,30.7,3,1.98,6112,109.818368,118.977702,128.603909,133.523523,I,Above,Gable,0,5701,,24.97256963,0,0,,,,1,1,,0.35
23,NJBF000087401,624 ST LOUIS AVE,Egg Harbor City,NJ,39.53290603,-74.63472322,RES1,3001,,16,NE,1940,1940,3101,1,1,1440.918422,1440.918422,3505,NO,15.49,24.07,3,4.03,6112,109.889109,119.079867,128.697459,133.679332,I,Above,Gable,0,5701,,19.78210765,0,0,,,,1,1,,0.35
24,NJBF000087587,658 LIVERPOOL AVE,Egg Harbor City,NJ,39.53710494,-74.63912838,RES1,3001,,16,NE,1979,1979,3101,1,1,696.7252736,696.7252736,3505,NO,12.79,27.25,3,0.15,6112,109.826073,118.980923,128.607376,133.528286,I,Above,Gable,0,5701,,20.02320097,0,0,,,,1,1,,0.35
25,NJBF000087378,618 ST LOUIS AVE,Egg Harbor City,NJ,39.53256438,-74.63481231,RES1,3001,,16,NE,1940,1955,3101,2,1,553.7117992,553.7117992,3505,YES,22.68,29.42,3,0.42,6112,109.888628,119.082075,128.699296,133.6828,I,Above,Gable,0,5701,,26.04816128,0,1.1,,,,1,1,,0.35
26,NJBF000097794,223 OAK RD,Hammonton,NJ,39.66656114,-74.80423137,RES1,3001,,17,NE,1920,1920,3102,2,1,1663.096661,1663.096661,3505,NO,42.66,56.93,3,4.56,6112,107.859038,116.087914,125.997499,129.139301,I,Above,Gable,0,5701,,49.79253203,0,0,,,,1,1,,0.15
27,NJBF000084098,6236 ESTELLE AVENUE,Hamilton,NJ,39.45487155,-74.8439241,RES1,3001,,17,NE,1980,1980,3102,1,1,1098.129559,1098.129559,3505,NO,17.21,24.87,3,-1.79,6112,108.184264,117.446977,127.123776,130.869911,I,Above,Gable,0,5701,,21.03785179,0,1.1,,,,1,1,,0.35
28,NJBF000081299,958 GRAND AVE,Hamilton,NJ,39.41855289,-74.64675496,RES1,3001,,17,NE,1979,1979,3102,2,1,1659.957762,1659.957762,3507,NO,36.27,49.77,1,1.75,6112,109.835871,119.933452,129.565628,135.198279,I,Above,Gable,0,5701,,43.02258166,0,1.2,,,,1,1,,0.35
29,NJBF000051934,102 CARL ROAD,Corbin City,NJ,39.29979524,-74.75863948,RES1,3001,,17,NE,1962,1995,3102,2,1,1074.173298,1074.173298,3507,NO,38.46,45.53,1,1.7,6112,109.964489,119.704786,129.288628,134.69391,I,Above,Flat,0,5701,,41.99266435,0,0,,,,1,1,,0.03
30,NJBF000085603,3701 OAK ROAD,Buena Vista,NJ,39.49578346,-74.93178867,COM1,3001,,,ME,1969,0,3401,1,1,1435.642906,1435.642906,3507,NO,18.88,30.23,1,-0.36,6112,107.466678,116.408197,126.090064,129.170937,I,Above,Flat,0,,,24.55176238,0,0,,,,1,1,,0.15
31,NJBF000092355,4557 PLEASANT MILLS ROAD,Mullica,NJ,39.62687073,-74.65653012,RES1,3001,,16,NE,1966,1966,3102,1,1,669.4393274,669.4393274,3507,NO,13.86,28.62,1,0.51,6112,109.386545,117.837938,127.637253,131.842371,I,Above,Gable,0,5701,,21.24254656,0,1.2,,,,1,1,,0.35
32,NJBF000085695,,Hamilton,NJ,39.50078689,-74.69184811,RES1,3001,,,NE,1969,0,3102,2,1,990.468681,990.468681,3504,NO,24.02,31.36,-4,0,6112,109.279385,118.658502,128.295837,133.039632,I,Above,Gable,0,5701,,27.69006206,0,0,,,,1,1,,0.35
33,NJBF000085268,6057 BLACK HORSE PIKE,Hamilton,NJ,39.47899714,-74.71640726,COM8,3001,740,16,ME,1962,1962,3401,1,1,1886.686507,1886.686507,3507,NO,17.53,26.91,1,0.95,6112,109.073583,118.55273,128.206436,132.880755,I,Above,Flat,0,,,22.22012428,0,0,,,,1,1,,1
34,NJBF000072995,100 BURNSIDE DRIVE,Egg Harbor,NJ,39.3763222,-74.58891847,RES1,3001,,16,NE,2003,2003,3102,1,1,2682.948311,2682.948311,3507,NO,17.92,31.9,1,-0.04,6112,110.88378,121.227124,130.892764,137.048315,I,Above,Gable,0,5701,,24.90623691,0,0,,,,1,1,,0.35
35,NJBF000085646,101 VERA KING FARRIS DR,Galloway,NJ,39.49795458,-74.52913098,EDU2,3003,,,E,1969,0,3401,2,1,7126.090017,7126.090017,3507,NO,37.37,49.73,1,1.48,6112,111.554635,121.004894,130.569199,136.352411,I,Above,Gable,0,,,43.54891133,0,0,,,,1,1,,1
36,NJBF000085643,STOCKTON STATE COLLEGE,Galloway,NJ,39.49792365,-74.52988364,EDU2,3003,,,E,1969,0,3401,3,1,7116.180782,7116.180782,3507,NO,44.46,58.76,1,0.91,6112,111.54178,120.99287,130.556608,136.337685,I,Above,Flat,0,,,51.60794904,0,0,,,,1,1,,1
37,NJBF000085550,,Buena Vista,NJ,39.49318849,-74.94886879,IND3,3002,,,E,1969,0,3401,3,1,5644.39303,5644.39303,3507,NO,40.32,53.13,1,2.31,6112,107.373291,116.292209,125.971324,128.995288,I,Above,Hip,0,,,46.72816966,0,0,,,,1,1,,0.15
38,NJBF000081164,11 ESTELLE AVENUE,Weymouth,NJ,39.41783591,-74.82523931,RES1,3001,,16,NE,1982,1982,3102,2,1,1601.989409,1601.989409,3504,NO,26.32,32.71,-4,0,6112,108.478353,117.906671,127.578843,131.686804,I,Above,Flat,0,5701,,29.5177291,0,0,,,,1,1,,0.35
39,NJBF000090505,2559 WEEKSTOWN ROAD,Mullica,NJ,39.58687098,-74.60991103,RES1,3001,,16,NE,1976,1976,3101,2,1,2338.407852,2338.407852,3505,NO,34.64,49.46,3,7.02,6112,110.070102,118.837885,128.517052,133.338803,I,Above,Gable,0,5701,,42.05448962,0,0,,,,1,1,,0.35
40,NJBF000078796,136 W THOMPSON AVE,Pleasantville,NJ,39.40761185,-74.51272043,RES1,3001,,14,NE,1925,1925,3101,1,1,1531.106339,1531.106339,3505,NO,14.59,21.25,3,-2.25,6112,112.32906,122.22382,131.860155,138.096257,I,Above,Gable,0,5701,,17.9205783,0,0,,,,1,1,,0.35
41,NJBF000078758,135 W THOMPSON AVE,Pleasantville,NJ,39.40735685,-74.51301697,RES1,3001,,16,NE,1989,1989,3101,1,1,1621.274023,1621.274023,3505,NO,18.4,31.43,3,6.67,6112,112.324597,122.221233,131.857506,138.094529,I,Above,Gable,0,5701,,24.91366635,0,0,,,,1,1,,0.35
42,NJBF000092695,700 N 2ND RD,Hammonton,NJ,39.63237177,-74.83714513,RES1,3001,,17,NE,2000,2000,3102,2,1,833.1805842,833.1805842,3505,NO,19.36,24.71,3,-2.95,6112,107.698795,116.140398,125.961668,129.086542,I,Above,Gable,0,5701,,22.03735214,0,1.2,,,,1,1,,0.15
43,NJBF000092701,801 14TH ST,Hammonton,NJ,39.6324373,-74.83465715,RES1,3001,,17,NE,1997,1997,3102,1,1,1716.15608,1716.15608,3505,NO,21.97,29.02,3,6.64,6112,107.717668,116.158109,125.980917,129.115112,I,Above,Gable,0,5701,,25.49601448,0,1.2,,,,1,1,,0.15
44,NJBF000092888,3347 MOORES AVENUE,Mullica,NJ,39.63472865,-74.71492095,RES1,3001,,16,NE,1972,1972,3102,1,1,735.534263,735.534263,3505,NO,19.6,29.51,3,6.71,6112,108.750995,117.148515,126.996624,130.719761,I,Above,Flat,0,5701,,24.55635352,0,0,,,,1,1,,0.35
45,NJBF000088093,1201 HEIDELBERG AVENUE,Mullica,NJ,39.54847268,-74.64734046,RES1,3005,610,,NE,1969,0,3101,1,1,1365.606509,1365.606509,3507,NO,17.8,23.93,1,-0.04,6112,109.703178,118.763425,128.411583,133.194919,I,Above,Gable,0,5701,,20.86560282,0,0,,,,1,1,,0.35
46,NJBF000083113,271 CLARKSTOWN ROAD,Hamilton,NJ,39.43716937,-74.71503912,RES1,3001,,16,NE,1949,1949,3102,2,1,1192.775102,1192.775102,3507,NO,40.32,52.68,1,2.72,6112,109.17295,118.901148,128.577915,133.527813,I,Above,Gable,0,5701,,46.49823742,0,0,,,,1,1,,0.35
47,NJBF000092567,499 S EGG HARBOR RD,Hammonton,NJ,39.63031087,-74.79268419,RES1,3001,,,NE,1957,1957,3102,2,1,1563.838243,1563.838243,3504,NO,28.21,40.55,-4,0,6112,108.059464,116.500438,126.337764,129.657249,I,Above,Gable,0,5701,,34.37750129,0,0,,,,1,1,,1
48,NJBF000087038,7316 SMITH AVENUE,Hamilton,NJ,39.52426565,-74.83299507,RES1,3001,,17,NE,1999,1999,3101,2,1,1777.933531,1777.933531,3505,NO,29.28,38.75,3,7.84,6112,108.024419,117.021745,126.727199,130.149694,I,Above,Gable,0,5701,,34.0130892,0,0,,,,1,1,,0.35
49,NJBF000090784,5617 PLEASANT MILLS ROAD,Mullica,NJ,39.59335585,-74.61033955,RES1,3001,,16,NE,1956,1956,3101,1,1,630.2381368,630.2381368,3505,NO,21.45,31.68,3,5.87,6112,110.043995,118.760161,128.451036,133.230234,I,Above,Flat,0,5701,,26.56264486,0,0,,,,1,1,,0.15
50,NJBF000096931,263 BASIN RD,Hammonton,NJ,39.66090846,-74.78573505,AGR1,3001,,17,NE,1900,1900,3401,2,1,1423.4124,1423.4124,3507,NO,40.04,53.46,1,1.97,6112,108.029021,116.279525,126.185354,129.413455,I,Above,Flat,0,5701,,46.75021639,0,0,,,,1,1,,0.15
